Concept URI,Concept URN,prefLabel,altLabel,Definition,Concept version,Deprecated,Version date and time
http://vocab.nerc.ac.uk/collection/L05/current/LAB14/,SDN:L05::LAB14,inductively-coupled plasma atomic emission spectroscopes,"",Instruments that pass nebulised samples into an inductively-coupled gas plasma (8-10000 K) where they are atomised and excited. The de-excitation optical emissions at characteristic wavelengths are spectroscopically analysed.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB07/,SDN:L05::LAB07,electron microscopes,"",Instruments that generate enlarged images of samples using the phenomena of reflection and absorption of electrons behaving as waves.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/EMSR/,SDN:L05::EMSR,electromagnetic sensors,"","In-situ sensors that simultaneuously measure electrical and magnetic fields.  They are usually moored on the seabed for long periods of time for determination of deep structure through monitoring magnetotelluric currents.  However, some may also be configured to be receivers for active electromagnetic surveys such as CSEM.",2,false,2019-12-11 18:23:45.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB32/,SDN:L05::LAB32,acoustic velocity systems,"","Instruments that measure the speed or velocity of sound, including P-waves, in samples of solids, liquids or gases.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/352/,SDN:L05::352,plankton categorisers and counters,"","Instruments that categorise and/or count plankton, and/or enable 2D/3D spatial reconstruction of plankton in the water column.",3,false,2020-07-30 12:20:21.0
http://vocab.nerc.ac.uk/collection/L05/current/14/,SDN:L05::14,precipitation samplers,"","A device that collects a sample of precipitation (rain, hail or snow) as it falls.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/60/,SDN:L05::60,sediment dredges,"",Bucket-like containers hauled over the sea bed collecting integrated samples of surface sediment along a segment of ship track.,1,false,2010-07-20 08:06:54.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB13/,SDN:L05::LAB13,balances and scales,"",Devices that determine the mass or weight of a sample.,2,false,2010-07-02 14:19:32.0
http://vocab.nerc.ac.uk/collection/L05/current/310/,SDN:L05::310,laser altimeters,"",Instruments that determine the distance between the platform and the Earth's surface by timing reflected pulses of laser light.,2,false,2012-12-18 15:18:17.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD05/,SDN:L05::MOD05,Coupled models,"",Numerical models that make predictions in both the atmosphere and the hydrosphere by considering both spheres as a single system.,1,false,2012-07-16 14:17:11.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB29/,SDN:L05::LAB29,rulers,"",Devices that allow one or more physical dimensions of a sample or specimen to be determined by visible comparison against marked graduations in units of measurement of dimension length.,1,false,2010-04-22 15:04:00.0
http://vocab.nerc.ac.uk/collection/L05/current/90/,SDN:L05::90,manual biota samplers,"","A simple tool like a hammer, saw or even just a hand for the collection of biota samples.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB09/,SDN:L05::LAB09,ion microprobes,"",Instruments that isotopically analyse a small area of sample by bombarding it with ions to form a plasma that is analysed in a mass spectrometer.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/91/,SDN:L05::91,observers,"","Humans who estimate a parameter through observation of a phenomenon such as bird counts, bird song mappings and visual wave observations.",3,false,2014-11-18 12:21:30.0
http://vocab.nerc.ac.uk/collection/L05/current/151/,SDN:L05::151,benthic incubation chambers,"",A device that isolates a portion of seabed plus overlying water from its surroundings. Either returns the entire system to the surface or incorporates sampling devices and/or in-situ sensors.,1,false,2008-01-10 15:47:47.0
http://vocab.nerc.ac.uk/collection/L05/current/367/,SDN:L05::367,>2000 Hz top-bandwidth sub-bottom penetrator and mud profiler systems,"",Devices that provide information on unconsolidated sediment structure through transmission and reception of an energy source with a frequency corresponding to a sampling interval lower than 0.25 msec.,2,false,2010-11-18 11:16:45.0
http://vocab.nerc.ac.uk/collection/L05/current/303/,SDN:L05::303,surface current radars,"",Instruments that measure the speed and direction of sea surface travel by timing reflected radio waves.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/133/,SDN:L05::133,thermosalinographs,"",Temperature and conductivity sensors mounted on a sea-surface platform continuously measuring a surface water supply.,1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/182/,SDN:L05::182,inapplicable,"",There is no appropriate value. To be used in cases where metadata elements cannot be set null due to schema constraints.,2,false,2011-08-26 10:27:29.0
http://vocab.nerc.ac.uk/collection/L05/current/361/,SDN:L05::361,penetrometers,"",Dynamic or passive devices that determine the consistency or hardness of soil or sediment by measuring the depth or rate of penetration of a needle or cone rig into it when a known force is applied.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/ICEP/,SDN:L05::ICEP,ice thickness profilers,"","Instruments that measure the freeboard, draught or thickness of ice sheets or sea ice. These are not to be confused with tethered ice profilers that are platforms that sample the water column beneath sea ice.",1,false,2013-04-23 12:40:29.0
http://vocab.nerc.ac.uk/collection/L05/current/380/,SDN:L05::380,submarine cables,"",Electrical conductors routed beneath the sea and connecting land stations.  Oceanographic interest focuses on changes in electrical resistance that may be related to the magnitude of Lagrangian currents.,1,false,2010-09-15 10:32:05.0
http://vocab.nerc.ac.uk/collection/L05/current/LBTG/,SDN:L05::LBTG,labelling tags,"",Passive devices attached to captured organisms to specifically identify them when recaptured after release.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB08/,SDN:L05::LAB08,electron microprobes,"",Instruments that chemically analyse a small area of a sample by bombarding it with electrons and spectroscopically assaying the resulting X-Ray emissions.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB34/,SDN:L05::LAB34,chemiluminescence analysers,"",Laboratory apparatus that detemines the concentration of a chemical species by quantification of the electromagnetic radiation (usually visible light) produced by a chemical reaction.,1,false,2012-03-22 17:49:10.0
http://vocab.nerc.ac.uk/collection/L05/current/393/,SDN:L05::393,binoculars and terrestrial scopes,"","Optical tools used to magnify and observe terrestrial objects that are distant from the observer. This includes tools such as binoculars, monoculars, terrestrial telescopes and spotting scopes. It excludes astronomical telescopes, camera devices, and tools which enlarge objects close to the observer such as hand lenses.",1,false,2020-06-04 14:46:07.0
http://vocab.nerc.ac.uk/collection/L05/current/390/,SDN:L05::390,Mechanical bathythermographs,"",Tethered probes that measure temperature in relation to depth using a temperature and pressure package that is lowered into the water and subsequently retrieved using a winch. The profile of temperature is recorded mechanically by etchings on a glass slide. Depth is calculated as a function of pressure.,1,false,2018-10-24 09:48:30.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB50/,SDN:L05::LAB50,thermal cyclers,"","Instruments that repeatedly heat and cool samples in a series of steps. They are typically used to amplify segments of DNA via the polymerase chain reaction (PCR). They can also be used to facilitate other temperature-sensitive reactions, including restriction enzyme digestion or rapid diagnostics.",1,false,2020-06-10 09:00:51.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB31/,SDN:L05::LAB31,magnetic susceptibility systems,"","Sensors, probes and meters that measure the degree to which a sample or part thereof is influenced by a magnetic field.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB44/,SDN:L05::LAB44,refractometers,"",Instruments that measure the refractive index of a sample.,1,false,2015-02-11 09:21:48.0
http://vocab.nerc.ac.uk/collection/L05/current/MPIS/,SDN:L05::MPIS,profiling sonars,"","Active sonar systems that provide a cross-sectional profile of a target area. These instruments typically emit a series of acoustic pulses in a beam pattern like a spot or pencil beam and the peak echo return is recorded. They provide a digitised version of echo returns as opposed to multicoloured images by imaging sonars. They are generally deployed on survey vessels pointing the transducer down towards the target. Applications of profiling sonars include cross-sectional profiling in pipeline and trench survey, bottom profiles, and surveying of underwater cave systems or manmade structures like road and rail bridge foundations. Examples of this type of system are Tritech Super SeaKing DFP Profiler and Imagenex 881A Profiling Sonar Head.",1,false,2021-06-15 11:00:36.0
http://vocab.nerc.ac.uk/collection/L05/current/391/,SDN:L05::391,sediment suction samplers,"","Devices that collect samples from the sediment layer surface using suction. The mechanism of suction can be accomplished by either vacuum, by pressure difference between the air inside the sampler and surrounding water, by pumping water directly into the sampler or by under pressure air to elevate the sediment inside the sampler. Devices are typically diver- or remotely-operated.",1,false,2019-12-19 15:01:25.0
http://vocab.nerc.ac.uk/collection/L05/current/66/,SDN:L05::66,flushing drills,"",Devices primarily designed to drill wells through sediment or rock that flush the drill spoil back to the surface where it is examined to provide lithological data through the process known as mud logging.,1,false,2011-08-26 14:59:54.0
http://vocab.nerc.ac.uk/collection/L05/current/TFSAMP/,SDN:L05::TFSAMP,thin film metal samplers,"","Metal samplers comprising a filter, a diffusive gel layer and a resin layer that scavenge trace metals by diffusion from water bodies or in-situ sediment pore waters. A constant concentration gradient is set up in the gel from which the metal concentration in the sampled medium may be determined.",1,false,2013-04-23 12:55:37.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD01/,SDN:L05::MOD01,Global models,"",Numerical models that make predictions over the whole globe.,1,false,2012-07-16 14:13:04.0
http://vocab.nerc.ac.uk/collection/L05/current/359/,SDN:L05::359,plummets,"",Devices comprising a weight attached to the end of a graduated rope used to measure point water depths.,2,false,2010-02-19 12:00:55.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB51/,SDN:L05::LAB51,holographic microscopes,"",Instruments that generate enlarged images of samples using the phenomena of digital inline holography with numerical reconstruction instead of reflection and absorption of visible light.,1,false,2021-01-25 10:23:18.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB39/,SDN:L05::LAB39,Geiger counters,"","Instruments that measure the amount of alpha, beta or gamma radiation through quantification of the ionization of a low-pressure gas contained in a tube. Sometimes referred to as Geiger-Müller counters.",1,false,2012-08-30 14:13:49.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB35/,SDN:L05::LAB35,voltammetry analysers,"",Instruments that obtain information about an analyte by applying a potential and measuring the current produced in the analyte.,1,false,2012-08-02 14:41:42.0
http://vocab.nerc.ac.uk/collection/L05/current/PERMON/,SDN:L05::PERMON,Performance monitors,"",Sensors or instruments that monitor whether a platform or environmental sensors on the platform are functioning.,1,false,2014-07-22 09:29:48.0
http://vocab.nerc.ac.uk/collection/L05/current/CSEM/,SDN:L05::CSEM,controlled-source electromagnetic systems,CSEM,Systems that measure sub-surface resistivity structure through the measurement of the electromegnetic fields resulting from stimulation by a towed source.  Includes systems incorporating both transmitter and receiver and systems where the transmitter and receiver are separate.,2,false,2016-03-10 06:45:48.0
http://vocab.nerc.ac.uk/collection/L05/current/85/,SDN:L05::85,biorectors and chemostats,"",Devices in which controlled conditions are maintained for a chemical process to be carried out by organisms or biochemically active substances derived from such organisms.,1,false,2012-08-02 14:49:48.0
http://vocab.nerc.ac.uk/collection/L05/current/EQUIL/,SDN:L05::EQUIL,equilibrators,"","Devices in which samples and carriers are brought into chemical equilibrium prior to analysis. For example, a shower head or tower full of marbles used to equilibrate water samples with air that is subsequently analysed for carbon dioxide to give pCO2 in the water sample.",1,false,2013-04-23 13:37:39.0
http://vocab.nerc.ac.uk/collection/L05/current/BLUMS/,SDN:L05::BLUMS,bioluminescence sensors,"","Submersible instruments which measure visible emissions from bioluminescent organisms by stimulating intracellular chemiluminescence through mechanical-stressors, such as turbulent water-flow, and sensing by photodetectors, such as photodiodes or photomultiplier tubes. Excludes bioluminescence biosensors which detect the presence of target chemicals or compounds using engineered-bioluminescent bacteria.",1,false,2014-02-04 12:34:21.0
http://vocab.nerc.ac.uk/collection/L05/current/LVLST/,SDN:L05::LVLST,Levels and staffs,"",Optical instruments and graduated poles used in surveying to determine the elevation of a location relative to a datum level.,1,false,2017-09-06 11:47:02.0
http://vocab.nerc.ac.uk/collection/L05/current/COLCMP/,SDN:L05::COLCMP,Colour comparators,"",Sets of standard materials that provide reference colour charts for the quantification of the colour of an object by visual comparison.,1,false,2014-09-01 08:01:41.0
http://vocab.nerc.ac.uk/collection/L05/current/360/,SDN:L05::360,piezometers,"","Devices that measure fluid  (air, gas, water, or oil) pressure within soil, sediment, rock or concrete providing information such as water table level in an aquifer system.",1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB28/,SDN:L05::LAB28,thermal conductivimeters,"",Laboratory instruments that determine the thermal conductivity of rock or sediment samples (including unopened cores).,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/387/,SDN:L05::387,Aethalometers,"",Instruments that quantify atmospheric particulate carbon ('black carbon') concentrations.,1,false,2010-10-01 10:29:09.0
http://vocab.nerc.ac.uk/collection/L05/current/WDRG/,SDN:L05::WDRG,Wire drags,"","Wires, usually several thousand feet in length, maintained horizontally at any desired depth by means of attached weights, buoyed at intervals, towed by a power boat at each end, and used to locate submerged obstructions projecting above the depth at which it is set.",1,false,2017-09-06 11:48:32.0

