lot	lot_id	year	month	day	hour	minute	time_period	record_subtype	tow	region	lat.ddmm.ss	long.ddmm.ss	northing	easting	tag_id	tag_colour	tag_active	tag_applied	tag_recapture	sex	length_type	total_length	tlength_type	tail_length	width_type	maximum_width	swidth_type	spiracle_width	clength_type	clasper_length	clasper_development	alar_spines	alar_development	alar_rows	malar_spines	malar_development	midline	pelvic_thorns	eyespots	eyespots_large	eyespots_small	eyespots_number	whip	empty_full	cloaca_extruded	weight_est	weight_note	unadj_weight_kg	weight_kg	unadj_weight_lb	weight_lb	finclip	species_confirmed	species_dfo	depth	bottom_temperature	bottom_salinity	tide_height	cloud_cover	weather	temperature	capture_details	health_on_capture	health_on_release	contact	collector	notes	error_check	error_note	capture_event	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4461	pink	Y	Y	N	M	nearest 0.5 cm	35.0	NA	NA	nearest 0.5 cm	22.0	nearest 0.5 cm	12.0	nearest 0.5 cm	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4441	pink	Y	Y	N	M	nearest 0.5 cm	39.0	NA	NA	nearest 0.5 cm	28.0	nearest 0.5 cm	20.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	16.5	NA	NA	nearest 0.5 cm	10.0	nearest 0.5 cm	7.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4430	pink	Y	Y	N	F	nearest 0.5 cm	40.0	NA	NA	nearest 0.5 cm	25.0	nearest 0.5 cm	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	25.5	NA	NA	nearest 0.5 cm	14.5	nearest 0.5 cm	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4483	pink	Y	Y	N	M	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	26.0	nearest 0.5 cm	14.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4498	pink	Y	Y	N	M	nearest 0.5 cm	63.0	NA	NA	nearest 0.5 cm	39.0	nearest 0.5 cm	20.0	nearest 0.5 cm	11.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	15.0	nearest 0.5 cm	9.5	nearest 0.5 cm	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4492	pink	Y	Y	N	M	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	23.0	nearest 0.5 cm	13.0	nearest 0.5 cm	5.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4482	pink	Y	Y	N	M	nearest 0.5 cm	59.0	NA	NA	nearest 0.5 cm	39.0	nearest 0.5 cm	13.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	26.0	NA	NA	nearest 0.5 cm	15.5	nearest 0.5 cm	8.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4486	pink	Y	Y	N	M	nearest 0.5 cm	71.5	NA	NA	nearest 0.5 cm	44.5	nearest 0.5 cm	23.5	nearest 0.5 cm	14.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4437	pink	Y	Y	N	F	nearest 0.5 cm	65.0	NA	NA	nearest 0.5 cm	42.0	nearest 0.5 cm	25.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	30.5	NA	NA	nearest 0.5 cm	17.0	nearest 0.5 cm	9.0	nearest 0.5 cm	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4466	pink	Y	Y	N	F	nearest 0.5 cm	30.0	NA	NA	nearest 0.5 cm	18.0	nearest 0.5 cm	12.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4476	pink	Y	Y	N	M	nearest 0.5 cm	47.0	NA	NA	nearest 0.5 cm	28.5	nearest 0.5 cm	15.0	nearest 0.5 cm	12.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4484	pink	Y	Y	N	M	nearest 0.5 cm	32.0	NA	NA	nearest 0.5 cm	19.0	nearest 0.5 cm	12.0	nearest 0.5 cm	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4488	pink	Y	Y	N	F	nearest 0.5 cm	67.0	NA	NA	nearest 0.5 cm	41.0	nearest 0.5 cm	23.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	30.0	NA	NA	nearest 0.5 cm	17.5	nearest 0.5 cm	9.5	nearest 0.5 cm	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4481	pink	Y	Y	N	M	nearest 0.5 cm	67.0	NA	NA	nearest 0.5 cm	43.0	nearest 0.5 cm	23.0	nearest 0.5 cm	13.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4478	pink	Y	Y	N	F	nearest 0.5 cm	31.0	NA	NA	nearest 0.5 cm	20.0	nearest 0.5 cm	12.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4497	pink	Y	Y	N	F	nearest 0.5 cm	66.0	NA	NA	nearest 0.5 cm	42.5	nearest 0.5 cm	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4440	pink	Y	Y	N	M	nearest 0.5 cm	67.0	NA	NA	nearest 0.5 cm	42.0	nearest 0.5 cm	22.0	nearest 0.5 cm	13.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4445	pink	Y	Y	N	M	nearest 0.5 cm	44.0	NA	NA	nearest 0.5 cm	26.0	nearest 0.5 cm	13.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4495	pink	Y	Y	N	F	nearest 0.5 cm	43.0	NA	NA	nearest 0.5 cm	26.0	nearest 0.5 cm	16.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	23.0	NA	NA	nearest 0.5 cm	13.5	nearest 0.5 cm	7.5	nearest 0.5 cm	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	26.5	NA	NA	nearest 0.5 cm	17.0	nearest 0.5 cm	10.0	nearest 0.5 cm	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	24.0	NA	NA	nearest 0.5 cm	14.0	nearest 0.5 cm	9.0	nearest 0.5 cm	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	poor health upon release	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	26.0	NA	NA	nearest 0.5 cm	15.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	14.0	nearest 0.5 cm	8.5	nearest 0.5 cm	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	17.0	NA	NA	nearest 0.5 cm	11.0	nearest 0.5 cm	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	20.0	NA	NA	nearest 0.5 cm	11.0	nearest 0.5 cm	7.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	29.5	NA	NA	nearest 0.5 cm	17.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	24.0	NA	NA	nearest 0.5 cm	14.0	nearest 0.5 cm	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	26.0	NA	NA	nearest 0.5 cm	16.0	nearest 0.5 cm	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	24.0	NA	NA	nearest 0.5 cm	15.0	nearest 0.5 cm	9.0	nearest 0.5 cm	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	26.0	NA	NA	nearest 0.5 cm	17.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4428	pink	Y	Y	N	M	nearest 0.5 cm	44.0	NA	NA	nearest 0.5 cm	26.0	nearest 0.5 cm	12.0	nearest 0.5 cm	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	26.5	NA	NA	nearest 0.5 cm	15.5	nearest 0.5 cm	8.5	nearest 0.5 cm	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	20.0	NA	NA	nearest 0.5 cm	12.0	nearest 0.5 cm	7.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4463	pink	Y	Y	N	M	nearest 0.5 cm	47.0	NA	NA	nearest 0.5 cm	26.5	nearest 0.5 cm	13.0	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4451	pink	Y	Y	N	M	nearest 0.5 cm	45.5	NA	NA	nearest 0.5 cm	27.0	nearest 0.5 cm	12.5	nearest 0.5 cm	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4454	pink	Y	Y	N	M	nearest 0.5 cm	68.5	NA	NA	nearest 0.5 cm	41.5	nearest 0.5 cm	23.0	nearest 0.5 cm	15.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	18.0	NA	NA	nearest 0.5 cm	11.5	nearest 0.5 cm	7.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4471	pink	Y	Y	N	M	nearest 0.5 cm	32.0	NA	NA	nearest 0.5 cm	18.5	nearest 0.5 cm	10.5	nearest 0.5 cm	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4458	pink	Y	Y	N	F	nearest 0.5 cm	31.0	NA	NA	nearest 0.5 cm	19.0	nearest 0.5 cm	11.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4469	pink	Y	Y	N	F	nearest 0.5 cm	63.0	NA	NA	nearest 0.5 cm	40.5	nearest 0.5 cm	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4473	pink	Y	Y	N	M	nearest 0.5 cm	34.5	NA	NA	nearest 0.5 cm	21.0	nearest 0.5 cm	10.5	nearest 0.5 cm	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	SKT4467	pink	Y	Y	N	M	nearest 0.5 cm	55.0	NA	NA	nearest 0.5 cm	33.0	nearest 0.5 cm	20.5	nearest 0.5 cm	5.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
1	2016B_GTR02	2016	8	15	12	45	pm	trawl	3	Inner Bay of Fundy	45.17166825	-64.30703368	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	24.0	NA	NA	nearest 0.5 cm	14.0	nearest 0.5 cm	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alive	alive	Glanville Travis	EC	NA	NA	NA	Y	
