lot	lot_id	year	month	day	hour	minute	time_period	record_subtype	tow	region	lat.ddmm.ss	long.ddmm.ss	northing	easting	tag_id	tag_colour	tag_active	tag_applied	tag_recapture	sex	length_type	total_length	tlength_type	tail_length	width_type	maximum_width	swidth_type	spiracle_width	clength_type	clasper_length	clasper_development	alar_spines	alar_development	alar_rows	malar_spines	malar_development	midline	pelvic_thorns	eyespots	eyespots_large	eyespots_small	eyespots_number	whip	empty_full	cloaca_extruded	weight_est	weight_note	unadj_weight_kg	weight_kg	unadj_weight_lb	weight_lb	finclip	species_confirmed	species_dfo	depth	bottom_temperature	bottom_salinity	tide_height	cloud_cover	weather	temperature	capture_details	health_on_capture	health_on_release	contact	collector	notes	error_check	error_note	capture_event	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1864	pink	Y	Y	N	M	nearest 0.5 cm	52.0	NA	NA	nearest 0.5 cm	31.5	NA	NA	nearest 0.5 cm	5.5	P	N	NA	0	N	NA	partial	NA	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R178	red	Y	Y	N	F	nearest 0.5 cm	60.0	NA	NA	nearest 0.5 cm	39.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	NA	N	NA	NA	0	NA	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R113	red	Y	Y	N	M	nearest 0.5 cm	73.0	NA	NA	nearest 0.5 cm	47.5	NA	NA	nearest 0.5 cm	16.0	C	Y	NA	NA	Y	NA	none	NA	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW39	2014	6	16	8	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT0916	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1871	pink	Y	Y	N	F	nearest 0.5 cm	38.0	NA	NA	nearest 0.5 cm	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1874	pink	Y	Y	N	M	nearest 0.5 cm	40.0	NA	NA	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	3.0	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C052	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1867	pink	Y	Y	N	F	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	6	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	Missing second dorsal fin	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1872	pink	Y	Y	N	M	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	3.0	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R174	red	Y	Y	N	M	nearest 0.5 cm	59.5	NA	NA	nearest 0.5 cm	36.0	NA	NA	nearest 0.5 cm	12.0	SC	Y	NA	NA	Y	NA	none	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C053	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R108	red	Y	Y	N	F	nearest 0.5 cm	49.0	NA	NA	nearest 0.5 cm	30.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C054	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R173	red	Y	Y	N	F	nearest 0.5 cm	50.0	NA	NA	nearest 0.5 cm	31.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C055	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1995	pink	Y	Y	N	M	nearest 0.5 cm	45.0	NA	NA	nearest 0.5 cm	27.0	NA	NA	nearest 0.5 cm	4.0	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C056	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R148	red	Y	Y	N	F	nearest 0.5 cm	52.0	NA	NA	nearest 0.5 cm	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R181	red	Y	Y	N	M	nearest 0.5 cm	52.5	NA	NA	nearest 0.5 cm	31.0	NA	NA	nearest 0.5 cm	6.0	P	N	NA	0	N	NA	full	NA	Y	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	Picture taken comparing #5 to #12	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R193	red	Y	Y	N	M	nearest 0.5 cm	53.5	NA	NA	nearest 0.5 cm	32.0	NA	NA	nearest 0.5 cm	4.5	P	N	NA	0	N	NA	partial	NA	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	C057	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R120	red	Y	Y	N	F	nearest 0.5 cm	57.0	NA	NA	nearest 0.5 cm	36.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	Y	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R180	red	Y	Y	N	F	nearest 0.5 cm	61.5	NA	NA	nearest 0.5 cm	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R141	red	Y	Y	N	F	nearest 0.5 cm	64.0	NA	NA	nearest 0.5 cm	40.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R194	red	Y	Y	N	M	nearest 0.5 cm	67.0	NA	NA	nearest 0.5 cm	42.5	NA	NA	nearest 0.5 cm	17.5	C	Y	NA	NA	Y	NA	full	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW40	2014	6	16	20	30	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R129	red	Y	Y	N	M	nearest 0.5 cm	74.0	NA	NA	nearest 0.5 cm	46.5	NA	NA	nearest 0.5 cm	17.0	C	Y	NA	NA	Y	NA	none	NA	Y	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1998	pink	Y	Y	N	M	nearest 0.5 cm	35.5	NA	NA	nearest 0.5 cm	21.5	NA	NA	nearest 0.5 cm	2.0	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1997	pink	Y	Y	N	F	nearest 0.5 cm	39.0	NA	NA	nearest 0.5 cm	24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1994	pink	Y	Y	N	F	nearest 0.5 cm	39.5	NA	NA	nearest 0.5 cm	24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	C058	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1875	pink	Y	Y	N	F	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	8	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT2000	pink	Y	Y	N	F	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R114	red	Y	Y	N	M	nearest 0.5 cm	51.5	NA	NA	nearest 0.5 cm	31.0	NA	NA	nearest 0.5 cm	6.0	P	Y	NA	NA	N	NA	none	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C059	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1993	pink	Y	Y	N	F	nearest 0.5 cm	43.0	NA	NA	nearest 0.5 cm	25.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C060	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	Hedgehogged for minimum 3 minutes	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R197	red	Y	Y	N	F	nearest 0.5 cm	51.0	NA	NA	nearest 0.5 cm	32.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	N	NA	NA	0	NA	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW44	2014	6	18	22	45	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1984	pink	Y	Y	N	F	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	26.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	C061	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW41	2014	6	17	9	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R190	red	Y	Y	N	F	nearest 0.5 cm	60.0	NA	NA	nearest 0.5 cm	37.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	NA	Y	NA	NA	5	NA	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW44	2014	6	18	22	45	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	F	nearest 0.5 cm	37.5	NA	NA	nearest 0.5 cm	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C062	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW42	2014	6	17	21	45	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R112	red	Y	Y	N	M	nearest 0.5 cm	50.0	NA	NA	nearest 0.5 cm	30.5	NA	NA	nearest 0.5 cm	6.0	P	N	NA	0	N	NA	full	NA	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW42	2014	6	17	21	45	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	R185	red	Y	Y	N	F	nearest 0.5 cm	64.0	NA	NA	nearest 0.5 cm	40.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1986	pink	Y	Y	N	F	nearest 0.5 cm	30.0	NA	NA	nearest 0.5 cm	19.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1996	pink	Y	Y	N	M	nearest 0.5 cm	37.5	NA	NA	nearest 0.5 cm	23.0	NA	NA	nearest 0.5 cm	4.0	P	N	NA	0	N	NA	none	NA	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1985	pink	Y	Y	N	F	nearest 0.5 cm	38.0	NA	NA	nearest 0.5 cm	24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW45	2014	6	19	10	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R145	red	Y	Y	N	F	nearest 0.5 cm	39.5	NA	NA	nearest 0.5 cm	23.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C064	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1989	pink	Y	Y	N	M	nearest 0.5 cm	40.0	NA	NA	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	2.0	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW45	2014	6	19	10	30	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R155	red	Y	Y	N	M	nearest 0.5 cm	40.0	NA	NA	nearest 0.5 cm	25.0	NA	NA	nearest 0.5 cm	2.5	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C065	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW46	2014	6	22	14	15	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	M	nearest 0.5 cm	35.5	NA	NA	nearest 0.5 cm	22.0	NA	NA	nearest 0.5 cm	1.5	P	N	NA	0	N	NA	partial	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	C066	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1988	pink	Y	Y	N	M	nearest 0.5 cm	46.0	NA	NA	nearest 0.5 cm	28.5	NA	NA	nearest 0.5 cm	4.0	P	N	NA	0	N	NA	partial	NA	Y	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1992	pink	Y	Y	N	F	nearest 0.5 cm	46.0	NA	NA	nearest 0.5 cm	28.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1987	pink	Y	Y	N	F	nearest 0.5 cm	46.5	NA	NA	nearest 0.5 cm	26.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1991	pink	Y	Y	N	F	nearest 0.5 cm	50.0	NA	NA	nearest 0.5 cm	31.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	Y	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT1990	pink	Y	Y	N	F	nearest 0.5 cm	51.0	NA	NA	nearest 0.5 cm	31.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	NA	Y	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW47	2014	6	23	2	45	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT3357	pink	Y	Y	N	F	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C067	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW47	2014	6	23	2	45	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT3361	pink	Y	Y	N	F	nearest 0.5 cm	41.5	NA	NA	nearest 0.5 cm	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	NA	N	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	C068	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	R159	red	Y	Y	N	F	nearest 0.5 cm	63.0	NA	NA	nearest 0.5 cm	39.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	full	NA	N	NA	NA	0	NA	0	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW43	2014	6	18	10	15	am	weir	NA	Avon Estuary	NA	NA	5002722	397540	SKT0802	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2014B_DPW44	2014	6	18	22	45	pm	weir	NA	Avon Estuary	NA	NA	5002722	397540	NA	NA	NA	NA	NA	M	nearest 0.5 cm	32.5	NA	NA	nearest 0.5 cm	20.0	NA	NA	nearest 0.5 cm	2.0	P	N	NA	0	N	NA	partial	NA	Y	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
